Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,5.059281349182129,4.964628219604492,4.976626873016357,5.05128288269043,4528500.0,3.097510576248169
2015-01-05,5.113940715789795,5.0139546394348145,5.035284996032715,5.095276355743408,5570500.0,3.1244871616363525
2015-01-06,5.179264545440674,5.099276065826416,5.103275299072266,5.136603832244873,15789400.0,3.149829864501953
2015-01-07,5.209927082061768,5.1059417724609375,5.125938892364502,5.188596725463867,8889700.0,3.1817128658294678
2015-01-08,5.244588375091553,5.157934188842773,5.196595191955566,5.244588375091553,10240300.0,3.216047763824463
2015-01-09,5.304580211639404,5.2232584953308105,5.253920555114746,5.272584438323975,8821000.0,3.23321533203125
2015-01-12,5.383235454559326,5.315245151519775,5.332576274871826,5.373903751373291,6712800.0,3.295344591140747
2015-01-13,5.233923435211182,5.152601718902588,5.164599895477295,5.18059778213501,59112500.0,3.1768078804016113
2015-01-14,5.264585971832275,5.121939182281494,5.155267715454102,5.253920555114746,17490400.0,3.2217702865600586
2015-01-15,5.297914505004883,5.247254848480225,5.271251678466797,5.259253025054932,12421800.0,3.2250397205352783
2015-01-16,5.368570804595947,5.259253025054932,5.264585971832275,5.363238334655762,9700300.0,3.2888054847717285
2015-01-20,5.400566577911377,5.276584148406982,5.400566577911377,5.2872490882873535,9668700.0,3.2422077655792236
2015-01-21,5.336575508117676,5.2485880851745605,5.279250144958496,5.317911624908447,8417600.0,3.26101016998291
2015-01-22,5.399233341217041,5.311245918273926,5.347240924835205,5.399233341217041,9347100.0,3.310877561569214
2015-01-23,5.437894344329834,5.363238334655762,5.4058990478515625,5.4058990478515625,11602900.0,3.31496524810791
2015-01-26,5.465890407562256,5.385901927947998,5.403232574462891,5.452558994293213,15596100.0,3.3435776233673096
2015-01-27,5.49655294418335,5.4192304611206055,5.4192304611206055,5.476555824279785,11698700.0,3.358292818069458
2015-01-28,5.53921365737915,5.452558994293213,5.505884647369385,5.452558994293213,10477300.0,3.3435776233673096
2015-01-29,5.483221530914307,5.4058990478515625,5.441894054412842,5.437894344329834,6959200.0,3.3345844745635986
2015-01-30,5.4192304611206055,5.308579444885254,5.41389799118042,5.3139119148254395,12552000.0,3.2585577964782715
2015-02-02,5.325910568237305,5.168599605560303,5.312579154968262,5.315245151519775,11389200.0,3.259375810623169
2015-02-03,5.344574451446533,5.228590965270996,5.317911624908447,5.340574741363525,9490200.0,3.274907112121582
2015-02-04,5.369904041290283,5.277917385101318,5.317911624908447,5.348573684692383,8834000.0,3.279813766479492
2015-02-05,5.412564754486084,5.33524227142334,5.365904808044434,5.403232574462891,12015600.0,3.313330888748169
2015-02-06,5.375236511230469,5.183263778686523,5.364571571350098,5.20592737197876,17829700.0,3.1923398971557617
